file,id_event,string,begin,end,ALINK,TLINK,contextualAspect,contextualModality,degree,docTimeRel,eventType,permanence,polarity
ES100447.xml,4417,derivación,59,69,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4436,obesidad,104,112,0.0,5404,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4453,esteatosis,147,157,0.0,5576 5579,0.0,ACTUAL,0,OVERLAP,0,FINITE,POS
ES100447.xml,4470,síndrome,172,180,0.0,0,0.0,ACTUAL,0,OVERLAP,0,FINITE,POS
ES100447.xml,4489,tratamiento,203,214,0.0,5586,0.0,ACTUAL,0,OVERLAP,0,FINITE,POS
ES100447.xml,4506,anemia,236,242,0.0,5410,0.0,ACTUAL,0,OVERLAP,0,FINITE,POS
ES100447.xml,4523,actividad,276,285,0.0,5416,0.0,ACTUAL,0,OVERLAP,0,FINITE,POS
ES100447.xml,4540,pieloinfundibulonefrolitotomía,349,379,0.0,5422,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4557,fístula,384,391,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4585,remitido,450,458,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4604,ceguera,491,498,0.0,5434,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4621,refería,553,560,0.0,5612,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
ES100447.xml,4638,sensación,561,570,0.0,5446,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4655,exploración,606,617,0.0,5618 5621,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4672,agudeza,621,628,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4697,examen,671,677,0.0,5638,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4714,mostraba,703,711,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
ES100447.xml,4733,BUT,715,718,0.0,5458,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4750,xerosis,735,742,0.0,5464,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4767,manchas,757,764,0.0,5470,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4784,observar,806,814,0.0,5644,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
ES100447.xml,4801,punteado,832,840,0.0,5628 5631,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4818,tinción,876,883,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4837,test,908,912,0.0,5650 5653,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4854,anestesia,932,941,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4873,observaron,945,955,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
ES100447.xml,4892,apreció,1005,1012,0.0,5660,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
ES100447.xml,4909,moteado,1016,1023,0.0,5482,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4926,afectación,1059,1069,0.0,5488,0.0,ACTUAL,0,BEFORE,0,FINITE,NEG
ES100447.xml,4943,nivel,1082,1087,0.0,5666,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4960,gravedad,1168,1176,0.0,0,0.0,HYPOTHETICAL-OTHER,0,BEFORE,0,FINITE,POS
ES100447.xml,4979,comienzó,1201,1209,5013.0,0,0.0,ACTUAL,0,BEFORE,ASPECTUAL,FINITE,POS
ES100447.xml,4996,tratamiento,1213,1224,0.0,5672 5675 5678 5681 5684 5687,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5019,favorecer,1273,1282,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5038,absorción,1286,1295,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5057,espera,1301,1307,0.0,5500,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5074,tratamiento,1319,1330,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5093,mejoría,1364,1371,0.0,0,0.0,ACTUAL,LITTLE,BEFORE,0,FINITE,NEG
ES100447.xml,5112,nefrolitiasis,1405,1418,0.0,5698 5701 5704,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5129,absceso,1431,1438,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5148,nefrectomía,1483,1494,0.0,5506 5509,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5165,sangrado,1499,1507,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5184,concentrados,1536,1548,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5203,proceso,1573,1580,0.0,5712 5715 5718,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5220,refiere,1593,1600,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
ES100447.xml,5239,mejoría,1612,1619,0.0,5516,0.0,ACTUAL,LITTLE,BEFORE,0,FINITE,POS
ES100447.xml,5256,suprimido,1659,1668,5307.0,0,0.0,ACTUAL,0,BEFORE,ASPECTUAL,FINITE,POS
ES100447.xml,5273,tratamiento,1669,1680,0.0,5522,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5290,ayuno,1693,1698,0.0,5528,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5313,administraron,1733,1746,0.0,5540,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5330,mejoría,1803,1810,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5349,manifestaciones,1860,1875,0.0,5546 5549 5552,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5366,tardaron,1892,1900,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5385,desaparecer,1915,1926,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100686.xml,1475,nacimiento,25,35,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1490,mancha,45,51,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1505,creció,104,110,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1520,masa,217,221,0.0,1991 1994 1997 2000 2003 2006,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1535,interesaba,247,257,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1550,mirarse,333,340,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1565,lesión,344,350,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1580,estrabismo,364,374,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1595,comenzó,403,410,1960.0,0,0.0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
ES100686.xml,1613,tratar,413,419,0.0,1954,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1628,sesiones,483,491,0.0,1965 1968,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1643,exéresis,538,546,0.0,1975,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1658,incisión,590,598,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1673,evolución,618,627,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1688,sastifactoria,647,660,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4467,consulta,32,40,0.0,5668,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4484,deformidad,45,55,0.0,5464,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4501,tratamiento,77,88,0.0,5470,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4518,Refiere,117,124,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
ES100526.xml,4546,sesiones,169,177,0.0,5482,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4563,infiltración,284,296,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4582,comenzó,297,304,5498.0,5674 5677,0.0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
ES100526.xml,4597,dolor,317,322,0.0,5510 5513 5516 5519,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4614,incrementaba,341,353,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4633,erección,365,373,0.0,5504,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4650,imposibilitaba,385,399,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4669,coito,417,422,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
ES100526.xml,4688,examen,430,436,0.0,5684 5687,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4705,irregularidades,516,531,0.0,5528,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4722,palpación,564,573,0.0,5534,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4739,dolorosas,596,605,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4758,palpan,610,616,0.0,5694,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
ES100526.xml,4775,tumores,617,624,0.0,5540,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4792,exploración,679,690,0.0,5700 5703,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4809,inclusión,721,730,0.0,5546,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4826,refiere,744,751,0.0,5552,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
ES100526.xml,4843,orientan,768,776,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4862,problema,811,819,0.0,5558,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4879,Solicitamos,821,832,0.0,5710 5713,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4896,linfografia,865,876,0.0,5564,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4913,descartar,897,906,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4932,linfedema,918,927,0.0,0,0.0,HYPOTHETICAL-OTHER,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4951,informe,932,939,0.0,5720,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4968,indemnes,1006,1014,0.0,5570,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4985,Tratamiento,1025,1036,0.0,5726 5729,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5002,Planificamos,1049,1061,0.0,5576,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5019,extirpación,1065,1076,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5038,deformidad,1111,1121,0.0,5582,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5055,anestesia,1153,1162,0.0,5588,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5072,sonda,1186,1191,0.0,5736 5739,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5089,control,1235,1242,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5108,Incidimos,1339,1348,0.0,5746 5749,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5125,disecar,1398,1405,0.0,5604 5607,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5142,extirpar,1408,1416,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5161,tumoraciones,1433,1445,0.0,5594 5597,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5178,identificar,1462,1473,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5197,dañar,1489,1494,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
ES100526.xml,5216,resección,1547,1556,0.0,5614 5617,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5233,hemostasia,1602,1612,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5252,cerramos,1625,1633,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5271,incisión,1637,1645,0.0,5624,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5288,drenaje,1728,1735,0.0,5756 5759,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5305,finalizar,1740,1749,5630.0,5766,0.0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
ES100526.xml,5320,intervención,1753,1765,0.0,5636,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5337,visibles,1770,1778,0.0,5642,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
ES100526.xml,5354,cambios,1786,1793,0.0,5648,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5371,estudio,1813,1820,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5390,constató,1842,1850,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
ES100526.xml,5409,lesiones,1859,1867,0.0,5654 5657 5660,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5445,glóbulos,1889,1897,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,5426,focos,1944,1949,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100042.xml,7162,Presentamos,0,11,0.0,0,0,ACTUAL,0,IS-CONTAINED,0,FINITE,POS
ES100042.xml,7238,hipertensión,65,77,0.0,9189,0,ACTUAL,0,CONTAINS,0,FINITE,POS
ES100042.xml,7255,hernia,88,94,0.0,9195,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7272,estreñimiento,105,118,0.0,9201,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7289,histerectomía,121,134,0.0,9207,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7306,consultó,139,147,0.0,9183,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7323,síndrome,152,160,0.0,9161 9164 9167 9170 9173,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7340,disuria,218,225,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7359,polaquiuria,228,239,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7378,urgencias,253,262,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7397,sintomatología,296,310,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,NEG
ES100042.xml,7416,infección,385,394,0.0,0,INTERMITTENT,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7435,urocultivos,424,435,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7454,tratados,456,464,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7473,estudio,496,503,0.0,9235 9238 9241 9244 9247,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7490,bioquímica,520,530,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7509,estudio,565,572,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7545,mostraron,599,608,0.0,0,0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
ES100042.xml,7528,leucocituria,617,629,0.0,8619,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7564,urocultivo,631,641,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,8600,citología,683,692,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7583,prescribió,835,845,0.0,9257 9260,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7600,tratamiento,846,857,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7619,revisada,941,949,0.0,9267 9270,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7636,persistiendo,971,983,7668.0,8625,0,ACTUAL,0,BEFORE,ASPECTUAL,FINITE,POS
ES100042.xml,7651,sintomatología,987,1001,0.0,8631,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7674,mejorado,1049,1057,0.0,8643,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7691,urgencias,1074,1083,0.0,8658,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7708,revisión,1134,1142,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7727,infección,1174,1183,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100042.xml,7746,respuesta,1210,1219,0.0,8692,0,ACTUAL,LITTLE,BEFORE,0,FINITE,POS
ES100042.xml,7763,inició,1235,1241,7795.0,9277,0,ACTUAL,0,BEFORE,ASPECTUAL,FINITE,POS
ES100042.xml,7778,estudio,1245,1252,0.0,8728 8731 8734 8737,0,ACTUAL,0,BEFORE,0,FINITE,POS
