,precision,recall,f1-score,support,batch_size,model
0,0.6347826086956522,0.7825421133231241,0.700960219478738,653.0,16,roberta
1,0.4107981220657277,0.4742547425474255,0.440251572327044,369.0,16,roberta
2,0.0,0.0,0.0,38.0,16,roberta
3,0.6,0.06593406593406594,0.1188118811881188,91.0,16,roberta
4,0.0,0.0,0.0,21.0,16,roberta
5,0.0,0.0,0.0,28.0,16,roberta
6,0.0,0.0,0.0,41.0,16,roberta
weighted avg,0.500159186559641,0.5576148267526189,0.5084542584177388,1241.0,16,roberta
0,0.7910447761194029,0.6493108728943339,0.7132043734230445,653.0,16,roberta
1,0.5150976909413855,0.7859078590785907,0.6223175965665236,369.0,16,roberta
2,0.0,0.0,0.0,38.0,16,roberta
3,0.6176470588235294,0.46153846153846156,0.5283018867924528,91.0,16,roberta
4,0.0,0.0,0.0,21.0,16,roberta
5,0.275,0.39285714285714285,0.32352941176470584,28.0,16,roberta
6,0.23529411764705882,0.1951219512195122,0.21333333333333335,41.0,16,roberta
weighted avg,0.628667387542153,0.6244963738920226,0.6134074221373786,1241.0,16,roberta
0,0.7958833619210978,0.7105666156202144,0.7508090614886731,653.0,16,roberta
1,0.5764966740576497,0.7046070460704607,0.6341463414634146,369.0,16,roberta
2,0.0,0.0,0.0,38.0,16,roberta
3,0.4700854700854701,0.6043956043956044,0.5288461538461539,91.0,16,roberta
4,0.5,0.047619047619047616,0.08695652173913042,21.0,16,roberta
5,0.2894736842105263,0.39285714285714285,0.33333333333333337,28.0,16,roberta
6,0.26,0.3170731707317073,0.2857142857142857,41.0,16,roberta
weighted avg,0.6482531418190347,0.6478646253021757,0.6408356350976988,1241.0,16,roberta
0,0.8422090729783037,0.6539050535987749,0.7362068965517241,653.0,16,roberta
1,0.532608695652174,0.7967479674796748,0.6384364820846906,369.0,16,roberta
2,0.0,0.0,0.0,38.0,16,roberta
3,0.5108695652173914,0.5164835164835165,0.5136612021857923,91.0,16,roberta
4,0.5,0.047619047619047616,0.08695652173913042,21.0,16,roberta
5,0.27586206896551724,0.2857142857142857,0.28070175438596495,28.0,16,roberta
6,0.23728813559322035,0.34146341463414637,0.28,41.0,16,roberta
weighted avg,0.6615126633969571,0.637389202256245,0.6319380103269642,1241.0,16,roberta
0,0.783452098178939,0.7559205500381971,0.7694401244167963,2618.0,16,roberta
1,0.5605263157894737,0.6396396396396397,0.5974754558204769,1332.0,16,roberta
2,0.0,0.0,0.0,158.0,16,roberta
3,0.39344262295081966,0.4444444444444444,0.4173913043478261,324.0,16,roberta
4,0.5185185185185185,0.1794871794871795,0.26666666666666666,78.0,16,roberta
5,0.27972027972027974,0.37735849056603776,0.32128514056224905,106.0,16,roberta
6,0.26104417670682734,0.3023255813953488,0.2801724137931034,215.0,16,roberta
weighted avg,0.631627685279832,0.6404471123990892,0.6335250733491741,4831.0,16,roberta
