,precision,recall,f1-score,support,batch_size,model
0,0.6229314420803782,0.8070444104134763,0.7031354236157439,653.0,16,roberta
1,0.4430379746835443,0.4742547425474255,0.4581151832460733,369.0,16,roberta
2,0.0,0.0,0.0,38.0,16,roberta
3,0.0,0.0,0.0,91.0,16,roberta
4,0.0,0.0,0.0,21.0,16,roberta
5,0.0,0.0,0.0,28.0,16,roberta
6,0.0,0.0,0.0,41.0,16,roberta
weighted avg,0.45951268681443574,0.5656728444802579,0.5061981742456743,1241.0,16,roberta
0,0.8606356968215159,0.5390505359877489,0.6629001883239172,653.0,16,roberta
1,0.4627092846270928,0.8238482384823849,0.5925925925925926,369.0,16,roberta
2,0.0,0.0,0.0,38.0,16,roberta
3,0.5857142857142857,0.45054945054945056,0.5093167701863354,91.0,16,roberta
4,0.0,0.0,0.0,21.0,16,roberta
5,0.22857142857142856,0.5714285714285714,0.32653061224489793,28.0,16,roberta
6,0.11428571428571428,0.0975609756097561,0.10526315789473684,41.0,16,roberta
weighted avg,0.6423211525685426,0.5777598710717163,0.5732046433083661,1241.0,16,roberta
0,0.7558823529411764,0.7871362940275651,0.7711927981995499,653.0,16,roberta
1,0.6084788029925187,0.6612466124661247,0.6337662337662338,369.0,16,roberta
2,0.0,0.0,0.0,38.0,16,roberta
3,0.5436893203883495,0.6153846153846154,0.577319587628866,91.0,16,roberta
4,0.75,0.14285714285714285,0.24,21.0,16,roberta
5,0.29411764705882354,0.35714285714285715,0.3225806451612903,28.0,16,roberta
6,0.2631578947368421,0.12195121951219512,0.16666666666666666,41.0,16,roberta
weighted avg,0.646551451033058,0.6704270749395649,0.6534168504078345,1241.0,16,roberta
0,0.7729393468118196,0.7611026033690659,0.7669753086419754,653.0,16,roberta
1,0.589622641509434,0.6775067750677507,0.6305170239596469,369.0,16,roberta
2,0.0,0.0,0.0,38.0,16,roberta
3,0.6724137931034483,0.42857142857142855,0.5234899328859061,91.0,16,roberta
4,0.42857142857142855,0.14285714285714285,0.21428571428571427,21.0,16,roberta
5,0.22448979591836735,0.39285714285714285,0.2857142857142857,28.0,16,roberta
6,0.21666666666666667,0.3170731707317073,0.2574257425742575,41.0,16,roberta
weighted avg,0.6508129339053673,0.6551168412570507,0.6480158724596952,1241.0,16,roberta
0,0.8501945525291829,0.669218989280245,0.7489288774635818,653.0,16,roberta
1,0.5748898678414097,0.7073170731707317,0.6342648845686513,369.0,16,roberta
2,0.0,0.0,0.0,38.0,16,roberta
3,0.4453125,0.6263736263736264,0.5205479452054794,91.0,16,roberta
4,0.2857142857142857,0.19047619047619047,0.22857142857142854,21.0,16,roberta
5,0.25,0.39285714285714285,0.3055555555555556,28.0,16,roberta
6,0.1839080459770115,0.3902439024390244,0.25,41.0,16,roberta
weighted avg,0.6675061010637341,0.6333601933924254,0.6398627864293355,1241.0,16,roberta
0,0.7966386554621848,0.7258805513016845,0.7596153846153846,653.0,16,roberta
1,0.5717299578059072,0.7344173441734417,0.6429418742586003,369.0,16,roberta
2,0.0,0.0,0.0,38.0,16,roberta
3,0.6721311475409836,0.45054945054945056,0.5394736842105263,91.0,16,roberta
4,0.5454545454545454,0.2857142857142857,0.37499999999999994,21.0,16,roberta
5,0.30434782608695654,0.25,0.27450980392156865,28.0,16,roberta
6,0.22077922077922077,0.4146341463414634,0.288135593220339,41.0,16,roberta
weighted avg,0.6618578271638552,0.6575342465753424,0.6524910047141542,1241.0,16,roberta
0,0.8023064250411862,0.7457886676875957,0.7730158730158729,653.0,16,roberta
1,0.5835294117647059,0.6720867208672087,0.6246851385390427,369.0,16,roberta
2,0.0,0.0,0.0,38.0,16,roberta
3,0.6027397260273972,0.4835164835164835,0.5365853658536586,91.0,16,roberta
4,0.5454545454545454,0.2857142857142857,0.37499999999999994,21.0,16,roberta
5,0.30303030303030304,0.35714285714285715,0.32786885245901637,28.0,16,roberta
6,0.20652173913043478,0.4634146341463415,0.28571428571428575,41.0,16,roberta
weighted avg,0.6627595074982321,0.6559226430298146,0.655025836483556,1241.0,16,roberta
0,0.7960848287112561,0.7473200612557427,0.7709320695102685,653.0,16,roberta
1,0.5908045977011495,0.6964769647696477,0.6393034825870647,369.0,16,roberta
2,0.0,0.0,0.0,38.0,16,roberta
3,0.5925925925925926,0.5274725274725275,0.558139534883721,91.0,16,roberta
4,0.6,0.2857142857142857,0.3870967741935483,21.0,16,roberta
5,0.3235294117647059,0.39285714285714285,0.3548387096774193,28.0,16,roberta
6,0.22058823529411764,0.36585365853658536,0.27522935779816515,41.0,16,roberta
weighted avg,0.6627551626128694,0.6647864625302176,0.6603233230765574,1241.0,16,roberta
0,0.7463691108749557,0.8048128342245989,0.774489983458923,2618.0,16,roberta
1,0.5641966250917094,0.5773273273273273,0.570686456400742,1332.0,16,roberta
2,0.0,0.0,0.0,158.0,16,roberta
3,0.39664804469273746,0.4382716049382716,0.41642228739002934,324.0,16,roberta
4,0.5,0.2564102564102564,0.3389830508474576,78.0,16,roberta
5,0.28125,0.33962264150943394,0.3076923076923077,106.0,16,roberta
6,0.3445378151260504,0.19069767441860466,0.2455089820359282,215.0,16,roberta
weighted avg,0.6162091355051414,0.6447940385013454,0.6281371251200225,4831.0,16,roberta
