file,id_event,string,begin,end,ALINK,TLINK,contextualAspect,contextualModality,degree,docTimeRel,eventType,permanence,polarity
ES100447.xml,4417,derivación,59,69,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4470,síndrome,172,180,0.0,0,0.0,ACTUAL,0,OVERLAP,0,FINITE,POS
ES100447.xml,4557,fístula,384,391,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4585,remitido,450,458,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4672,agudeza,621,628,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4714,mostraba,703,711,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
ES100447.xml,4818,tinción,876,883,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4854,anestesia,932,941,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4873,observaron,945,955,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
ES100447.xml,4960,gravedad,1168,1176,0.0,0,0.0,HYPOTHETICAL-OTHER,0,BEFORE,0,FINITE,POS
ES100447.xml,4979,comienzó,1201,1209,5013.0,0,0.0,ACTUAL,0,BEFORE,ASPECTUAL,FINITE,POS
ES100447.xml,5019,favorecer,1273,1282,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5038,absorción,1286,1295,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5074,tratamiento,1319,1330,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5093,mejoría,1364,1371,0.0,0,0.0,ACTUAL,LITTLE,BEFORE,0,FINITE,NEG
ES100447.xml,5129,absceso,1431,1438,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5165,sangrado,1499,1507,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5184,concentrados,1536,1548,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5220,refiere,1593,1600,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
ES100447.xml,5256,suprimido,1659,1668,5307.0,0,0.0,ACTUAL,0,BEFORE,ASPECTUAL,FINITE,POS
ES100447.xml,5330,mejoría,1803,1810,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5366,tardaron,1892,1900,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
