file,id_event,string,begin,end,ALINK,TLINK,contextualAspect,contextualModality,degree,docTimeRel,eventType,permanence,polarity
ES100447.xml,4436,obesidad,104,112,0.0,5404,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4453,esteatosis,147,157,0.0,5576 5579,0.0,ACTUAL,0,OVERLAP,0,FINITE,POS
ES100447.xml,4489,tratamiento,203,214,0.0,5586,0.0,ACTUAL,0,OVERLAP,0,FINITE,POS
ES100447.xml,4506,anemia,236,242,0.0,5410,0.0,ACTUAL,0,OVERLAP,0,FINITE,POS
ES100447.xml,4523,actividad,276,285,0.0,5416,0.0,ACTUAL,0,OVERLAP,0,FINITE,POS
ES100447.xml,4540,pieloinfundibulonefrolitotomía,349,379,0.0,5422,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4604,ceguera,491,498,0.0,5434,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4621,refería,553,560,0.0,5612,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
ES100447.xml,4638,sensación,561,570,0.0,5446,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4655,exploración,606,617,0.0,5618 5621,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4697,examen,671,677,0.0,5638,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4733,BUT,715,718,0.0,5458,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4750,xerosis,735,742,0.0,5464,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4767,manchas,757,764,0.0,5470,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4784,observar,806,814,0.0,5644,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
ES100447.xml,4801,punteado,832,840,0.0,5628 5631,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4837,test,908,912,0.0,5650 5653,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4892,apreció,1005,1012,0.0,5660,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
ES100447.xml,4909,moteado,1016,1023,0.0,5482,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4926,afectación,1059,1069,0.0,5488,0.0,ACTUAL,0,BEFORE,0,FINITE,NEG
ES100447.xml,4943,nivel,1082,1087,0.0,5666,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,4996,tratamiento,1213,1224,0.0,5672 5675 5678 5681 5684 5687,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5057,espera,1301,1307,0.0,5500,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5112,nefrolitiasis,1405,1418,0.0,5698 5701 5704,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5148,nefrectomía,1483,1494,0.0,5506 5509,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5203,proceso,1573,1580,0.0,5712 5715 5718,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5239,mejoría,1612,1619,0.0,5516,0.0,ACTUAL,LITTLE,BEFORE,0,FINITE,POS
ES100447.xml,5273,tratamiento,1669,1680,0.0,5522,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5290,ayuno,1693,1698,0.0,5528,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5313,administraron,1733,1746,0.0,5540,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100447.xml,5349,manifestaciones,1860,1875,0.0,5546 5549 5552,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
ES100686.xml,1520,masa,217,221,0.0,1991 1994 1997 2000 2003 2006,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1613,tratar,413,419,0.0,1954,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1628,sesiones,483,491,0.0,1965 1968,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100686.xml,1643,exéresis,538,546,0.0,1975,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4467,consulta,32,40,0.0,5668,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4484,deformidad,45,55,0.0,5464,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4501,tratamiento,77,88,0.0,5470,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
ES100526.xml,4546,sesiones,169,177,0.0,5482,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
